full_name,height_inches,reach_inches,stance
Genaro Valdez,69.0,72.0,Orthodox
Charlie Valencia,63.0,64.0,Orthodox
Robert Valentin,74.0,77.0,Orthodox
Victor Valenzuela,70.0,,
Ivan Valenzuela,74.0,77.0,Orthodox
Victor Valenzuela,,,
Timur Valiev,66.0,67.0,Orthodox
Victor Valimaki,72.0,,Orthodox
Andrew Valladerez,,,
Kevin Vallejos,67.0,68.0,Switch
Isaac Vallie-Flagg,68.0,70.0,Orthodox
Joshua Van,65.0,65.0,Orthodox
Mike van Arsdale,74.0,,Switch
Matt Van Buren,77.0,,
Ron van Clief,70.0,,Orthodox
Lloyd Van Dams,73.0,,Southpaw
Alain Van der Merckt,,,
Cameron VanCamp,74.0,74.0,Switch
Chad Vance,72.0,,Orthodox
Jared Vanderaa,76.0,80.0,Orthodox
Austin Vanderford,71.0,74.0,Orthodox
Lando Vannata,69.0,71.0,Orthodox
Paige VanZant,64.0,65.0,Orthodox
Paul Varelans,80.0,,Orthodox
Kazula Vargas,68.0,71.0,Southpaw
Jamie Varner,68.0,71.0,Orthodox
Guilherme Vasconcelos,72.0,,Orthodox
Linton Vassell,76.0,,
Billy Vaughan,66.0,,
Yuri Vaulin,76.0,,Southpaw
Javier Vazquez,67.0,69.0,Southpaw
Manny Vazquez,70.0,72.0,Orthodox
Matt Veach,71.0,,Orthodox
Joe Vedepo,72.0,,Orthodox
Kelly Velasco,69.0,,Orthodox
Greg Velasco,74.0,70.0,Southpaw
Cain Velasquez,73.0,77.0,Orthodox
David Velasquez,65.0,,Orthodox
Bojan Velickovic,72.0,76.0,Southpaw
Karlos Vemola,72.0,75.0,Orthodox
Luigi Vendramini,68.0,73.0,Orthodox
Jerrel Venetiaan,73.0,,Orthodox
Scott Ventimiglia,71.0,,
Brandon Vera,75.0,78.0,Orthodox
Kerry Vera,67.0,,Orthodox
Marlon Vera,68.0,70.0,Switch
Carlos Vera,66.0,69.0,Orthodox
Isis Verbeek,64.0,64.0,Orthodox
Ernie Verdicia,71.0,,Orthodox
Joe Veres,67.0,,Orthodox
Nikolay Veretennikov,73.0,74.0,Orthodox
CJ Vergara,66.0,68.0,Orthodox
Renato Verissimo,73.0,,Orthodox
Bryan Vetell,75.0,,Southpaw
Marvin Vettori,72.0,74.0,Southpaw
Hugo Viana,66.0,67.0,Orthodox
Guilherme Viana,76.0,,
Polyana Viana,65.0,67.0,Orthodox
Vitor Vianna,,,Orthodox
James Vick,75.0,76.0,Orthodox
Tamires Vidal,66.0,68.0,Orthodox
Freddy Vidal,75.0,79.0,Orthodox
Milton Vieira,72.0,,Orthodox
Reginaldo Vieira,67.0,65.0,Orthodox
Ketlen Vieira,68.0,68.0,Orthodox
Rodolfo Vieira,72.0,73.0,Orthodox
Steve Vigneault,70.0,,Orthodox
Alejandro Villalobos,67.0,,
DeMarco Villalona,69.0,,
Gian Villante,75.0,76.0,Orthodox
Ike Villanueva,73.0,73.0,Orthodox
Ruben Villareal,76.0,,Orthodox
Armando Villarreal,67.0,66.0,Southpaw
Pablo Villaseca,67.0,,
Joey Villasenor,72.0,,Orthodox
Danillo Villefort,73.0,,Orthodox
Yuri Villefort,72.0,73.0,Orthodox
Tre'ston Vines,73.0,79.0,Orthodox
Marcos Vinicius,69.0,,Orthodox
Brandon Visher,66.0,68.0,Orthodox
Falaniko Vitale,70.0,,Orthodox
Cheyanne Vlismas,63.0,63.0,Switch
Bobby Voelker,72.0,74.0,Orthodox
Mateo Vogel,68.0,71.0,Orthodox
Danylo Voievodkin,76.0,78.0,Southpaw
Alexander Volkanovski,66.0,71.0,Orthodox
Jacob Volkmann,69.0,71.0,Southpaw
Alexander Volkov,79.0,80.0,Orthodox
Mark Vologdin,63.0,65.0,Orthodox
Jason Von Flue,72.0,,Orthodox
Milco Voorn,,,Orthodox
Mark Vorgeas,70.0,,
Igor Vovchanchyn,68.0,,Orthodox
Jordan Vucenic,70.0,73.0,Orthodox
James Wade,70.0,,
Chris Wade,70.0,70.0,Orthodox
Neil Wain,70.0,,Orthodox
TJ Waldburger,71.0,75.0,Orthodox
Chase Waldon,73.0,75.0,Orthodox
Andre Walker,71.0,,Southpaw
Herschel Walker,73.0,,Orthodox
Donny Walker,69.0,,
Johnny Walker,78.0,82.0,Orthodox
Brogan Walker,64.0,67.0,Switch
Valter Walker,78.0,78.0,Orthodox
Julius Walker,76.0,78.0,Orthodox
Ben Wall,70.0,,Orthodox
Crafton Wallace,72.0,,Orthodox
Rodney Wallace,69.0,72.0,Switch
Jeremy Wallace,69.0,,
Randall Wallace,71.0,73.0,Orthodox
James Wallace,70.0,69.0,Orthodox
Jim Wallhead,70.0,,Orthodox
Cory Walmsley,72.0,,Orthodox
Richard Walsh,72.0,73.0,Orthodox
Patrick Walsh,71.0,,
Erick Wanderlei,73.0,,Orthodox
Dimitiri Wanderley,,,Orthodox
Andy Wang,66.0,,Orthodox
Sai Wang,72.0,,Southpaw
Anying Wang,72.0,,Orthodox
Wang Cong,66.0,66.0,Southpaw
Joshua Wang-Kim,69.0,71.0,Switch
Curt Warburton,72.0,73.0,Orthodox
Brennan Ward,70.0,71.0,
Charlie Ward,71.0,,Orthodox
Terrion Ware,68.0,71.0,Orthodox
Joe Warren,66.0,,Orthodox
Brian Warren,72.0,,Orthodox
Merritt Warren,70.0,,Southpaw
Idris Wasi,72.0,,
Kengo Watanabe,76.0,,Orthodox
Kazuhisa Watanabe,66.0,,
Ron Waterman,74.0,,Orthodox
Andy Waters,72.0,,
Dominic Waters,73.0,79.0,Orthodox
Trey Waters,77.0,77.0,Orthodox
Michelle Waterson-Gomez,63.0,62.0,Orthodox
Sam Watford,,,
Blake Watkins,,,
Kyle Watson,72.0,,Southpaw
Maka Watson,,,
Walel Watson,71.0,75.0,Orthodox
Tom Watson,73.0,73.0,Orthodox
Enrique Watson,,,
Brok Weaver,72.0,73.0,Southpaw
Jonavin Webb,70.0,,Orthodox
Stephanie Webber,66.0,,
Royston Wee,67.0,67.0,Orthodox
Darian Weeks,71.0,72.0,Orthodox
Joshua Weems,68.0,69.0,Orthodox
Daniel Weichel,70.0,70.0,
Chris Weidman,74.0,78.0,Orthodox
Mark Weir,74.0,,Southpaw
Christian Wellisch,74.0,77.0,Orthodox
Malcolm Wellmaker,70.0,71.0,Switch
Jeremiah Wells,69.0,74.0,Switch
Fabricio Werdum,76.0,77.0,Orthodox
Mike Wessel,72.0,,Orthodox
Dustin West,71.0,,
Sheldon Westcott,73.0,71.0,Southpaw
Aaron Wetherspoon,,,
Coty Wheeler,66.0,67.0,Orthodox
Vernon White,72.0,,Southpaw
Steve White,71.0,,
Alex White,72.0,71.0,Southpaw
Craig White,74.0,76.0,Orthodox
Patrik White,72.0,72.0,Orthodox
Robert Whiteford,69.0,69.0,Southpaw
Mike Whitehead,73.0,,Orthodox
Garett Whiteley,72.0,72.0,Orthodox
Mitch Whitesel,69.0,,
Emily Whitmire,65.0,63.0,Orthodox
Robert Whittaker,72.0,73.0,Orthodox
Josh Wick,69.0,69.0,Switch
Adam Wieczorek,77.0,81.0,Orthodox
Orlando Wiet,70.0,,Southpaw
Jonathan Wiezorek,75.0,,Southpaw
Jakub Wiklacz,70.0,72.0,Orthodox
Justin Wilcox,66.0,,Orthodox
Joe Wilk,69.0,,
Aaron Wilkinson,70.0,,Orthodox
Mike Wilkinson,67.0,66.0,Orthodox
Rob Wilkinson,75.0,80.0,Orthodox
James Wilks,73.0,75.0,Orthodox
Tedd Williams,73.0,,Orthodox
Pete Williams,75.0,,Orthodox
Rubin Williams,73.0,,Orthodox
Carter Williams,73.0,,Orthodox
Patrick Williams,68.0,73.0,Orthodox
Tim Williams,74.0,76.0,Orthodox
Jordan Williams,73.0,75.0,Southpaw
Cole Williams,72.0,73.0,Orthodox
Khaos Williams,72.0,77.0,Orthodox
Karl Williams,75.0,79.0,Orthodox
Karl Willis,,,
Justin Willis,73.0,78.0,Southpaw
Chris Wilson,73.0,75.0,Orthodox
Greg Wilson,,,
Jonathan Wilson,74.0,75.0,Southpaw
Sean Wilson,68.0,,
Westin Wilson,73.0,73.0,Southpaw
Damon Wilson,69.0,69.0,Switch
Matt Wiman,70.0,68.0,Orthodox
Eddie Wineland,67.0,69.0,Orthodox
Deron Winn,66.0,70.0,Orthodox
Andre Winner,71.0,73.0,Orthodox
Eric Wisely,68.0,,Southpaw
Keith Wisniewski,72.0,,Orthodox
Jason Witt,70.0,70.0,Orthodox
Travis Wiuff,75.0,,Orthodox
Ray Wizard,,,
Karolina Wojcik,62.0,,Orthodox
Danyelle Wolf,71.0,70.0,Orthodox
Brandon Wolff,69.0,,Orthodox
Xue Do Won,67.0,,
Kwon Won Il,,,
Joanne Wood,66.0,65.0,Orthodox
Nathaniel Wood,66.0,69.0,Orthodox
Val Woodburn,68.0,74.0,Orthodox
Tyron Woodley,69.0,74.0,Orthodox
Salvador Woods,71.0,,
Logan Woods,,,
Sean Woodson,74.0,78.0,Orthodox
Cal Worsham,71.0,,Orthodox
Hunter Worsham,,,
Khama Worthy,71.0,74.0,Orthodox
Eric Wray,72.0,,Orthodox
Justin Wren,74.0,,Orthodox
JW Wright,,,
Chris Wright,,,
Jordan Wright,74.0,77.0,Orthodox
Marcin Wrzosek,69.0,,
Wu Yanan,68.0,66.0,Orthodox
 Wulijiburen,69.0,69.0,Orthodox
Wuziazibieke Jiahefu,69.0,70.0,Orthodox
Rubens Xavier,75.0,,Orthodox
Xiao Long,68.0,70.0,Orthodox
Xie Bin,70.0,72.0,Orthodox
Jamie Yager,73.0,,Orthodox
Eddie Yagin,67.0,,Orthodox
Rani Yahya,66.0,67.0,Orthodox
Mohammad Yahya,69.0,73.0,Switch
Abdul Rakhman Yakhyaev,74.0,78.0,Orthodox
Alexander Yakovlev,75.0,74.0,Southpaw
Keiichiro Yamamiya,71.0,,Southpaw
Kenichi Yamamoto,72.0,,Orthodox
Yoshihisa Yamamoto,74.0,,Southpaw
Atsushi Yamamoto,66.0,,Orthodox
Norifumi Yamamoto,64.0,66.0,Southpaw
Hiroko Yamanaka,71.0,,
Goiti Yamauchi,70.0,,
Wataru Yamauchi,66.0,68.0,Orthodox
Takeshi Yamazaki,68.0,,Southpaw
Yan Xiaonan,65.0,63.0,Orthodox
Petr Yan,67.0,67.0,Switch
Yan Qihui,63.0,62.0,Orthodox
Adam Yandiev,69.0,74.0,Orthodox
Adrian Yanez,67.0,70.0,Orthodox
Dongi Yang,70.0,73.0,Southpaw
Jianping Yang,67.0,,Orthodox
John Yannis,67.0,70.0,Southpaw
Masutatsu Yano,69.0,,Orthodox
Emmanuel Yarborough,80.0,,Open Stance
Cale Yarbrough,73.0,,Orthodox
Tadao Yasuda,76.0,,Orthodox
Yoshiaki Yatsu,73.0,,Orthodox
Chris Yee,69.0,,
 Yibugele,67.0,69.0,Southpaw
Yin Shuai,65.0,66.0,Southpaw
 Yizha,67.0,71.0,Orthodox
Ashley Yoder,67.0,69.0,Southpaw
Hirotaka Yokoi,71.0,,Orthodox
Kazunori Yokota,68.0,,Orthodox
John Yoo,,,
SangHoon Yoo,72.0,74.0,Orthodox
JooSang Yoo,67.0,71.0,Orthodox
Dong Sik Yoon,72.0,,Orthodox
ChangMin Yoon,68.0,70.0,Orthodox
Yoshiyuki Yoshida,71.0,70.0,Southpaw
Hidehiko Yoshida,71.0,,Orthodox
Kai Yoshida,69.0,69.0,Southpaw
SuYoung You,66.0,65.0,Orthodox
Kaitlin Young,69.0,,Orthodox
Artenus Young,,,
Trenell Young,66.0,,Orthodox
Jason Young,69.0,73.0,Orthodox
Shane Young,68.0,72.0,Orthodox
Shanna Young,67.0,65.0,Orthodox
Gauge Young,69.0,70.0,Orthodox
Besam Yousef,71.0,,Orthodox
Han Ten Yun,71.0,,
Rob Yundt,73.0,,Orthodox
Sodiq Yusuff,69.0,71.0,Orthodox
Gilbert Yvel,74.0,77.0,Orthodox
Luke Zachrich,74.0,74.0,Orthodox
Anton Zafir,71.0,,Orthodox
Aiemann Zahabi,68.0,68.0,Orthodox
Joao Zaiden,,,
Youssef Zalal,70.0,72.0,Switch
Elizeu Zaleski dos Santos,71.0,73.0,Orthodox
Zach Zane,67.0,69.0,Southpaw
Roger Zapata,71.0,,Southpaw
Marius Zaromskis,69.0,,Orthodox
David Zawada,72.0,75.0,Orthodox
Magomed Zaynukov,70.0,68.0,Orthodox
Manolo Zecchini,68.0,68.0,Orthodox
Joao Zeferino,71.0,,Orthodox
Daniel Zellhuber,73.0,77.0,Switch
Craig Zellner,74.0,,Orthodox
Rickson Zenidim,67.0,67.0,Orthodox
Roman Zentsov,73.0,,Orthodox
Carlos Zevallos,72.0,,Orthodox
Zhang Tiequan,68.0,69.0,Orthodox
Zhang Lipeng,71.0,71.0,Southpaw
Zhang Weili,64.0,63.0,Switch
Zhang Mingyang,74.0,75.0,Orthodox
Zhang Qinghe,67.0,67.0,Southpaw
Zhang Zhenyang,,,
Daermisi Zhawupasi,68.0,68.0,Switch
Daria Zhelezniakova,69.0,68.0,Orthodox
Yao Zhikui,65.0,64.0,Orthodox
Zhou Kun,,,
Zhu Kangjie,68.0,70.0,Orthodox
Zhalgas Zhumagulov,64.0,66.0,Switch
Fares Ziam,73.0,75.0,Orthodox
Mike Zichelle,,,
James Zikic,74.0,,Orthodox
Errol Zimmerman,75.0,,Orthodox
Cat Zingano,66.0,68.0,Southpaw
Igor Zinoviev,73.0,,Orthodox
Dave Zitanick,,,
Alex Zuniga,,,
George Zuniga,69.0,,
Allan Zuniga,67.0,70.0,Orthodox
Brahyam Zurcher,70.0,70.0,Orthodox
Virgil Zwicker,74.0,74.0,
